STATISTIC,Statistic Label,TLIST(A1),Year,C02479V04377,Garda Region,C02480V03003,Type of Offence,UNIT,VALUE
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,4,Dangerous or negligent acts ,Number,1568
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,5,Kidnapping and related offences ,Number,18
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,116
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,7,Burglary and related offences ,Number,522
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,8,Theft and related offences ,Number,5072
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,9,"Fraud, deception and related offences ",Number,170
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,10,Controlled drug offences ,Number,3394
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,11,Weapons and explosives offences ,Number,336
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,1018
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,13,Public order and other social code offences ,Number,5037
RCD06C03,Detected crime incidents,2024,2024,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1534
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,1,Homicide & related offences ,Number,11
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,2,Sexual offences ,Number,39
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1365
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,4,Dangerous or negligent acts ,Number,1646
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,5,Kidnapping and related offences ,Number,11
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,81
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,7,Burglary and related offences ,Number,519
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,8,Theft and related offences ,Number,5155
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,9,"Fraud, deception and related offences ",Number,223
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,10,Controlled drug offences ,Number,2616
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,11,Weapons and explosives offences ,Number,384
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,12,Damage to property and to the environment  offences ,Number,770
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,13,Public order and other social code offences ,Number,5628
RCD06C03,Detected crime incidents,2024,2024,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1326
RCD06C03,Detected crime incidents,2024,2024,IE0,State,1,Homicide & related offences ,Number,61
RCD06C03,Detected crime incidents,2024,2024,IE0,State,2,Sexual offences ,Number,268
RCD06C03,Detected crime incidents,2024,2024,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,6272
RCD06C03,Detected crime incidents,2024,2024,IE0,State,4,Dangerous or negligent acts ,Number,6353
RCD06C03,Detected crime incidents,2024,2024,IE0,State,5,Kidnapping and related offences ,Number,59
RCD06C03,Detected crime incidents,2024,2024,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,578
RCD06C03,Detected crime incidents,2024,2024,IE0,State,7,Burglary and related offences ,Number,2213
RCD06C03,Detected crime incidents,2024,2024,IE0,State,8,Theft and related offences ,Number,23821
RCD06C03,Detected crime incidents,2024,2024,IE0,State,9,"Fraud, deception and related offences ",Number,1034
RCD06C03,Detected crime incidents,2024,2024,IE0,State,10,Controlled drug offences ,Number,13103
RCD06C03,Detected crime incidents,2024,2024,IE0,State,11,Weapons and explosives offences ,Number,1994
RCD06C03,Detected crime incidents,2024,2024,IE0,State,12,Damage to property and to the environment  offences ,Number,4365
RCD06C03,Detected crime incidents,2024,2024,IE0,State,13,Public order and other social code offences ,Number,25218
RCD06C03,Detected crime incidents,2024,2024,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,10682
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,1,Homicide & related offences ,%,75
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,2,Sexual offences ,%,25
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,24
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,%,81
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,%,24
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",%,27
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,7,Burglary and related offences ,%,16
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,8,Theft and related offences ,%,31
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",%,27
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,10,Controlled drug offences ,%,90
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,%,81
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,%,17
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,13,Public order and other social code offences ,%,81
RCD06C04,Crime incident detection rate,2018,2018,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",%,59
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,1,Homicide & related offences ,%,84
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,2,Sexual offences ,%,28
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,41
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,4,Dangerous or negligent acts ,%,87
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,5,Kidnapping and related offences ,%,57
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,6,"Robbery, extortion and hijacking offences ",%,43
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,7,Burglary and related offences ,%,22
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,8,Theft and related offences ,%,39
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,9,"Fraud, deception and related offences ",%,34
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,10,Controlled drug offences ,%,91
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,11,Weapons and explosives offences ,%,70
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,12,Damage to property and to the environment  offences ,%,23
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,13,Public order and other social code offences ,%,86
RCD06C04,Crime incident detection rate,2018,2018,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",%,55
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,1,Homicide & related offences ,%,82
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,2,Sexual offences ,%,29
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,39
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,4,Dangerous or negligent acts ,%,85
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,5,Kidnapping and related offences ,%,42
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",%,38
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,7,Burglary and related offences ,%,16
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,8,Theft and related offences ,%,35
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,9,"Fraud, deception and related offences ",%,26
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,10,Controlled drug offences ,%,95
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,11,Weapons and explosives offences ,%,79
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,12,Damage to property and to the environment  offences ,%,21
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,13,Public order and other social code offences ,%,83
RCD06C04,Crime incident detection rate,2018,2018,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",%,50
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,1,Homicide & related offences ,%,86
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,2,Sexual offences ,%,24
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,42
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,4,Dangerous or negligent acts ,%,84
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,5,Kidnapping and related offences ,%,42
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,6,"Robbery, extortion and hijacking offences ",%,50
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,7,Burglary and related offences ,%,24
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,8,Theft and related offences ,%,44
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,9,"Fraud, deception and related offences ",%,32
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,10,Controlled drug offences ,%,95
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,11,Weapons and explosives offences ,%,80
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,12,Damage to property and to the environment  offences ,%,24
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,13,Public order and other social code offences ,%,88
RCD06C04,Crime incident detection rate,2018,2018,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",%,53
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,1,Homicide & related offences ,%,82
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,2,Sexual offences ,%,27
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,35
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,4,Dangerous or negligent acts ,%,85
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,5,Kidnapping and related offences ,%,39
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,6,"Robbery, extortion and hijacking offences ",%,31
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,7,Burglary and related offences ,%,18
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,8,Theft and related offences ,%,35
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,9,"Fraud, deception and related offences ",%,29
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,10,Controlled drug offences ,%,92
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,11,Weapons and explosives offences ,%,79
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,12,Damage to property and to the environment  offences ,%,20
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,13,Public order and other social code offences ,%,84
RCD06C04,Crime incident detection rate,2018,2018,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",%,56
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,1,Homicide & related offences ,%,77
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,2,Sexual offences ,%,24
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,23
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,%,84
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,%,31
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",%,28
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,7,Burglary and related offences ,%,14
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,8,Theft and related offences ,%,30
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",%,25
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,10,Controlled drug offences ,%,93
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,%,78
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,%,17
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,13,Public order and other social code offences ,%,81
RCD06C04,Crime incident detection rate,2019,2019,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",%,57
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,1,Homicide & related offences ,%,83
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,2,Sexual offences ,%,26
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,45
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,4,Dangerous or negligent acts ,%,91
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,5,Kidnapping and related offences ,%,32
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,6,"Robbery, extortion and hijacking offences ",%,40
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,7,Burglary and related offences ,%,20
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,8,Theft and related offences ,%,40
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,9,"Fraud, deception and related offences ",%,31
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,10,Controlled drug offences ,%,93
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,11,Weapons and explosives offences ,%,71
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,12,Damage to property and to the environment  offences ,%,27
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,13,Public order and other social code offences ,%,89
RCD06C04,Crime incident detection rate,2019,2019,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",%,49
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,1,Homicide & related offences ,%,67
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,2,Sexual offences ,%,27
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,41
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,4,Dangerous or negligent acts ,%,87
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,5,Kidnapping and related offences ,%,48
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",%,44
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,7,Burglary and related offences ,%,15
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,8,Theft and related offences ,%,38
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,9,"Fraud, deception and related offences ",%,28
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,10,Controlled drug offences ,%,96
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,11,Weapons and explosives offences ,%,73
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,12,Damage to property and to the environment  offences ,%,22
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,13,Public order and other social code offences ,%,85
RCD06C04,Crime incident detection rate,2019,2019,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",%,46
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,1,Homicide & related offences ,%,
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,2,Sexual offences ,%,31
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,42
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,4,Dangerous or negligent acts ,%,88
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,5,Kidnapping and related offences ,%,24
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,6,"Robbery, extortion and hijacking offences ",%,49
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,7,Burglary and related offences ,%,24
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,8,Theft and related offences ,%,43
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,9,"Fraud, deception and related offences ",%,32
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,10,Controlled drug offences ,%,94
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,11,Weapons and explosives offences ,%,84
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,12,Damage to property and to the environment  offences ,%,25
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,13,Public order and other social code offences ,%,90
RCD06C04,Crime incident detection rate,2019,2019,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",%,52
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,1,Homicide & related offences ,%,82
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,2,Sexual offences ,%,27
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,36
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,4,Dangerous or negligent acts ,%,88
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,5,Kidnapping and related offences ,%,32
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,6,"Robbery, extortion and hijacking offences ",%,33
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,7,Burglary and related offences ,%,17
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,8,Theft and related offences ,%,35
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,9,"Fraud, deception and related offences ",%,28
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,10,Controlled drug offences ,%,94
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,11,Weapons and explosives offences ,%,77
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,12,Damage to property and to the environment  offences ,%,22
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,13,Public order and other social code offences ,%,86
RCD06C04,Crime incident detection rate,2019,2019,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",%,54
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,1,Homicide & related offences ,%,88
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,2,Sexual offences ,%,24
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,31
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,%,86
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,%,53
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",%,33
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,7,Burglary and related offences ,%,23
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,8,Theft and related offences ,%,33
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",%,25
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,10,Controlled drug offences ,%,92
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,%,81
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,%,23
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,13,Public order and other social code offences ,%,86
RCD06C04,Crime incident detection rate,2020,2020,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",%,64
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,1,Homicide & related offences ,%,86
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,2,Sexual offences ,%,20
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,45
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,4,Dangerous or negligent acts ,%,91
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,5,Kidnapping and related offences ,%,50
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,6,"Robbery, extortion and hijacking offences ",%,37
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,7,Burglary and related offences ,%,24
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,8,Theft and related offences ,%,42
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,9,"Fraud, deception and related offences ",%,27
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,10,Controlled drug offences ,%,91
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,11,Weapons and explosives offences ,%,75
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,12,Damage to property and to the environment  offences ,%,26
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,13,Public order and other social code offences ,%,87
RCD06C04,Crime incident detection rate,2020,2020,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",%,62
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,1,Homicide & related offences ,%,
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,2,Sexual offences ,%,33
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,46
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,4,Dangerous or negligent acts ,%,89
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,5,Kidnapping and related offences ,%,42
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",%,48
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,7,Burglary and related offences ,%,21
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,8,Theft and related offences ,%,39
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,9,"Fraud, deception and related offences ",%,27
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,10,Controlled drug offences ,%,95
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,11,Weapons and explosives offences ,%,75
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,12,Damage to property and to the environment  offences ,%,27
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,13,Public order and other social code offences ,%,84
RCD06C04,Crime incident detection rate,2020,2020,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",%,58
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,1,Homicide & related offences ,%,85
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,2,Sexual offences ,%,29
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,44
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,4,Dangerous or negligent acts ,%,86
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,5,Kidnapping and related offences ,%,67
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,6,"Robbery, extortion and hijacking offences ",%,50
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,7,Burglary and related offences ,%,31
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,8,Theft and related offences ,%,47
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,9,"Fraud, deception and related offences ",%,31
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,10,Controlled drug offences ,%,93
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,11,Weapons and explosives offences ,%,81
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,12,Damage to property and to the environment  offences ,%,27
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,13,Public order and other social code offences ,%,90
RCD06C04,Crime incident detection rate,2020,2020,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",%,52
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,1,Homicide & related offences ,%,89
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,2,Sexual offences ,%,27
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,40
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,4,Dangerous or negligent acts ,%,88
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,5,Kidnapping and related offences ,%,52
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,6,"Robbery, extortion and hijacking offences ",%,37
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,7,Burglary and related offences ,%,24
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,8,Theft and related offences ,%,38
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,9,"Fraud, deception and related offences ",%,27
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,10,Controlled drug offences ,%,93
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,11,Weapons and explosives offences ,%,79
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,12,Damage to property and to the environment  offences ,%,25
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,13,Public order and other social code offences ,%,87
RCD06C04,Crime incident detection rate,2020,2020,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",%,60
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,1,Homicide & related offences ,%,86
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,2,Sexual offences ,%,24
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,27
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,%,84
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,%,35
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",%,28
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,7,Burglary and related offences ,%,22
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,8,Theft and related offences ,%,31
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",%,11
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,10,Controlled drug offences ,%,90
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,%,80
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,%,21
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,13,Public order and other social code offences ,%,84
RCD06C04,Crime incident detection rate,2021,2021,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",%,62
RCD06C04,Crime incident detection rate,2021,2021,20,North Western Region,1,Homicide & related offences ,%,83
RCD06C04,Crime incident detection rate,2021,2021,20,North Western Region,2,Sexual offences ,%,22
RCD06C04,Crime incident detection rate,2021,2021,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",%,40
RCD06C04,Crime incident detection rate,2021,2021,20,North Western Region,4,Dangerous or negligent acts ,%,90
RCD06C04,Crime incident detection rate,2021,2021,20,North Western Region,5,Kidnapping and related offences ,%,40
RCD06C04,Crime incident detection rate,2021,2021,20,North Western Region,6,"Robbery, extortion and hijacking offences ",%,22
